,route_id,stop_id,stop_name
2081,18AET,11,MEENAMABAKKAM OLD AIRPORT
2082,18AET,12,THIRUSOOLAM NATIONAL AIRPORT
2083,18AET,13,PALLAVARAM
2084,18AET,14,CHROMEPET
2085,18AET,15,T.B.SANATORIUM
2086,18AET,16,TAMBARAM
2087,18AET,17,IRUMBULIYUR
2088,18AET,18,PERUNGALATHUR
2089,18AET,19,VANDALUR GATE
2090,18AET,20,VANDALUR ZOO
2091,18AET,21,KILAMBAKKAM B.S.
2092,18B,1,BROADWAY
2093,18B,2,M.G.R.CENTRAL
2094,18B,3,P.OR & SONS
2095,18B,4,T.V.S
2096,18B,5,D.M.S
2097,18B,6,S.H.B
2098,18B,7,SAIDAPET
2099,18B,8,CONCORDE
2100,18B,9,ENG.COLLEGE
2101,18B,10,KOTTURPURAM
2102,18D,1,BROADWAY
2103,18D,2,M.G.R.CENTRAL
2104,18D,3,P.OR & SONS
2105,18D,4,T.V.S
2106,18D,5,D.M.S
2107,18D,6,S.H.B
2108,18D,7,SAIDAPET
2109,18D,8,CONCORDE
2110,18D,9,GUINDY RACE COURSE OFFICE
2111,18D,10,SECRETARIAT COLONY
2112,18D,11,ST THOMAS MOUNT PO
2113,18D,12,VANUVAMBEDU
2114,18D,13,PUZHITHIVAKKAM MRTS
2115,18D,14,KAIVELI
2116,18D,15,MADIPAKKAM RD. JN./POONIAMMAN
2117,18D,16,KILKATTALAI
2118,18E,1,BROADWAY
2119,18E,2,M.G.R.CENTRAL
2120,18E,3,P.OR & SONS
2121,18E,4,T.V.S
2122,18E,5,D.M.S
2123,18E,6,S.H.B
2124,18E,7,SAIDAPET
2125,18E,8,CONCORDE
2126,18E,9,GUINDY R.S
2127,18E,10,BUTT ROAD
2128,18E,11,RAMAPURAM
2129,18E,12,ANGALAMMAN KOIL
2130,18E,13,RAMAPURAM
2131,18G,1,BROADWAY
2132,18G,2,M.G.R.CENTRAL
2133,18G,3,EGMORE
2134,18G,4,MATERNITY HOSPITAL
2135,18G,5,D.P.I
2136,18G,6,STERLING RD./METROLOG. DEPT.
2137,18G,7,VIDYODAYA
2138,18G,8,PONDY BAZAAR
2139,18G,9,THIAGARAYA NAGAR
2140,18G,10,SAIDAPET
2141,18G,11,CONCORDE
2142,18G,12,GUINDY R.S
2143,18G,13,ST THOMAS MOUNT PO
2144,18G,14,MEENAMABAKKAM OLD AIRPORT
2145,18G,15,THIRUSOOLAM NATIONAL AIRPORT
2146,18G,16,PALLAVARAM
2147,18G,17,CHROMEPET
2148,18G,18,T.B.SANATORIUM
2149,18G,19,TAMBARAM
2150,18H,1,TAMBARAM
2151,18H,2,KANNADAPALAYAM
2152,18H,3,PAZHANTHANDALAM ROAD JN.
2153,18H,4,ETTAYAPURAM
2154,18H,5,SOMANGALAM RD JN/N.V.R.D.JN.
2155,18H,6,NADUVEERAPATTU
2156,18K,1,BROADWAY
2157,18K,2,M.G.R.CENTRAL
2158,18K,3,P.OR & SONS
2159,18K,4,T.V.S
2160,18K,5,D.M.S
2161,18K,6,S.H.B
2162,18K,7,SRINIVASA THEATER
2163,18K,8,SAIDAPET WEST
2164,18N,1,BROADWAY
2165,18N,2,M.G.R.CENTRAL
2166,18N,3,P.OR & SONS
2167,18N,4,T.V.S
2168,18N,5,D.M.S
2169,18N,6,S.H.B
2170,18N,7,SAIDAPET
2171,18N,8,CONCORDE
2172,18N,9,GUINDY R.S
2173,18N,10,ST THOMAS MOUNT PO
2174,18N,11,PAZAVANTHANGAL ROAD JN.
2175,18N,12,CHIDAMBARAM STORES
2176,18N,13,NANGANALLUR
2177,18N,14,MADIPAKKAM RD. JN.
2178,18N,15,KILKATTALAI
2179,18P,1,BROADWAY
2180,18P,2,M.G.R.CENTRAL
2181,18P,3,P.OR & SONS
2182,18P,4,T.V.S
2183,18P,5,D.M.S
2184,18P,6,S.H.B
2185,18P,7,SAIDAPET
2186,18P,8,CONCORDE
2187,18P,9,GUINDY RACE COURSE OFFICE
2188,18P,10,SECRETARIAT COLONY
2189,18P,11,ADAMBAKKAM P.S
2190,18P,12,BRINDAVAN COLONY
2191,18P,13,PUZHITHIVAKKAM RD JN.
2192,18P,14,VANUVAMBEDU
2193,18P,15,PUZHITHIVAKKAM MRTS
2194,18P,16,KAIVELI
2195,18P,17,MADIPAKKAM RD. JN./POONIAMMAN
2196,18P,18,KILKATTALAI
2197,18R,1,BROADWAY
2198,18R,2,M.G.R.CENTRAL
2199,18R,3,P.OR & SONS
2200,18R,4,T.V.S
2201,18R,5,D.M.S
2202,18R,6,S.H.B
2203,18R,7,SAIDAPET
2204,18R,8,CONCORDE
2205,18R,9,GUINDY R.S
2206,18R,10,ST THOMAS MOUNT PO
2207,18R,11,PAZAVANTHANGAL ROAD JN.
2208,18R,12,CHIDAMBARAM STORES
2209,18R,13,NANGANALLUR
2210,18X,1,BROADWAY
2211,18X,2,M.G.R.CENTRAL
2212,18X,3,P.OR & SONS
2213,18X,4,T.V.S
2214,18X,5,D.M.S
2215,18X,6,S.H.B
2216,18X,7,SAIDAPET
2217,18X,8,CONCORDE
2218,18X,9,GUINDY R.S
2219,18X,10,ST THOMAS MOUNT PO
2220,18X,11,MEENAMABAKKAM OLD AIRPORT
2221,18X,12,THIRUSOOLAM NATIONAL AIRPORT
2222,18X,13,PALLAVARAM
2223,18X,14,CHROMEPET
2224,18X,15,T.B.SANATORIUM
2225,18X,16,TAMBARAM
2226,18X,17,IRUMBULIYUR
2227,18X,18,PERUNGALATHUR
2228,18X,19,SADANANDAPURAM
2229,18X,20,ALAPAKKAM
2230,18X,21,NERKUNDRAM
2231,18X,22,KOLAPAKKAM
2232,18X,23,MANDAVELI (OONAMANCHERI)
2233,18X,24,OONAMANCHERI
2234,19,1,THIAGARAYA NAGAR
2235,19,2,SAIDAPET
2236,19,3,ENG.COLLEGE
2237,19,4,WOMEN'S POLYTECHNIC
2238,19,5,SRP TOOLS
2239,19,6,KANDANCHAVADI
2240,19,7,THORAPPAKKAM TEA SHOP
2241,19,8,MOOTAKARAN CHAVADI
2242,19,9,KARAPAKKAM
2243,19,10,SHOZHANGANALLUR P.U.OFFICE
2244,19,11,KUMARAN NAGAR
2245,19,12,SEMMANCHERI
2246,19,13,NAVALUR
2247,19,14,CHURCH
2248,19,15,PALAVASTHIC CHEMICALS
2249,19,16,HINDUSTAN ENG. COLLEGE
2250,19,17,KELAMBAKKAM
2251,19,18,CHENGAMMAL RD. JN.
2252,19,19,KOMAN NAGAR RD JN.
2253,19,20,KALAVAKKAM TEA STALL
2254,19,21,THIRUPORUR
2255,19A,1,THIAGARAYA NAGAR
2256,19A,2,SAIDAPET
2257,19A,3,ENG.COLLEGE
2258,19A,4,WOMEN'S POLYTECHNIC
2259,19A,5,SRP TOOLS
2260,19A,6,KANDANCHAVADI
2261,19A,7,THORAPPAKKAM TEA SHOP
2262,19A,8,MOOTAKARAN CHAVADI
2263,19A,9,KARAPAKKAM
2264,19A,10,SHOZHANGANALLUR P.U.OFFICE
2265,19A,11,KUMARAN NAGAR
2266,19A,12,NUCLEUS COMPANY
2267,19A,13,SEMMANCHERI S.C.B.
2268,19B,1,SAIDAPET
2269,19B,2,CONCORDE
2270,19B,3,ENG.COLLEGE
2271,19B,4,WOMEN'S POLYTECHNIC
2272,19B,5,SRP TOOLS
2273,19B,6,KANDANCHAVADI
2274,19B,7,THORAPPAKKAM TEA SHOP
2275,19B,8,MOOTAKARAN CHAVADI
2276,19B,9,KARAPAKKAM
2277,19B,10,SHOZHANGANALLUR P.U.OFFICE
2278,19B,11,KUMARAN NAGAR
2279,19B,12,SEMMANCHERI
2280,19B,13,NAVALUR
2281,19B,14,CHURCH
2282,19B,15,PALAVASTHIC CHEMICALS
2283,19B,16,HINDUSTAN ENG. COLLEGE
2284,19B,17,KELAMBAKKAM
2285,19BET,1,THIAGARAYA NAGAR
2286,19BET,2,SAIDAPET
2287,19BET,3,CONCORDE
2288,19BET,4,ENG.COLLEGE
2289,19BET,5,WOMEN'S POLYTECHNIC
2290,19BET,6,SRP TOOLS
2291,19BET,7,KANDANCHAVADI
2292,19BET,8,THORAPPAKKAM TEA SHOP
2293,19BET,9,MOOTAKARAN CHAVADI
2294,19BET,10,KARAPAKKAM
2295,19BET,11,SHOZHANGANALLUR P.U.OFFICE
2296,19BET,12,KUMARAN NAGAR
2297,19BET,13,SEMMANCHERI
2298,19BET,14,NAVALUR
2299,19BET,15,NAVALUR CHURCH
2300,19BET,16,PALAVASTHIC CHEMICALS
2301,19BET,17,HINDUSTAN ENG. COLLEGE
2302,19BET,18,KELAMBAKKAM
2303,19BET,19,PATTINATHAMMAN KOVIL
2304,19BET,20,KUPPAMMA NAGAR
2305,19BET,21,BALAMMA NAGAR
2306,19BET,22,THAIYUR KOMAN NAGAR
2307,19C,1,THIAGARAYA NAGAR
2308,19C,2,SAIDAPET
2309,19C,3,ENG.COLLEGE
2310,19C,4,WOMEN'S POLYTECHNIC
2311,19C,5,SRP TOOLS
2312,19C,6,KANDANCHAVADI
2313,19C,7,THORAPPAKKAM TEA SHOP
2314,19C,8,OKK.THORAIPAKM SEC.COLONY
2315,19D,1,ADYAR B.S.
2316,19D,2,ADYAR DEPOT
2317,19D,3,SRP TOOLS
2318,19D,4,KANDANCHAVADI
2319,19D,5,THORAPPAKKAM TEA SHOP
2320,19D,6,MOOTAKARAN CHAVADI
2321,19D,7,KARAPAKKAM
2322,19D,8,SHOZHANGANALLUR P.U.OFFICE
2323,19D,9,KUMARAN NAGAR
2324,19D,10,NUCLEUS COMPANY
2325,19D,11,SEMMANCHERI S.C.B.
2326,19GCT,1,SAIDAPET WEST
2327,19GCT,2,SRINIVASA THEATER
2328,19GCT,3,SAIDAPET
2329,19GCT,4,ENG.COLLEGE
2330,19GCT,5,ADYAR B.S.
2331,19GCT,6,ADYAR DEPOT
2332,19GCT,7,THIRUVANMIYUR
2333,19GCT,8,KOTTIVAKKAM
2334,19GCT,9,PALAVAKKAM
2335,19GCT,10,NEELANKARAI
2336,19GCT,11,VETTUVANKENI
2337,19GCT,12,CHOLA MANDAL
2338,19GCT,13,V.G.P.
2339,19GCT,14,PANAIYUR
2340,19GCT,15,UTHANDI VILLAGE
2341,19GCT,16,KANATHUR
2342,19GCT,17,NATURE CARE HOSPITAL
2343,19GCT,18,MUTTUKKADU
2344,19GCT,19,MUTTUKKADU BOAT YARD
2345,19GCT,20,KOVALAM
2346,19T,1,THIAGARAYA NAGAR
2347,19T,2,SAIDAPET
2348,19T,3,ENG.COLLEGE
2349,19T,4,ADYAR B.S.
2350,19T,5,ADYAR DEPOT
2351,19T,6,THIRUVANMIYUR
2352,19T,7,KOTTIVAKKAM
2353,19T,8,PALAVAKKAM
2354,19T,9,NEELANKARAI
2355,19T,10,VETTUVANKENI
2356,19T,11,CHOLA MANDAL
2357,19T,12,V.G.P.
2358,19T,13,PANAIYUR
2359,19T,14,UTHANDI VILLAGE
2360,19T,15,KANATHUR
2361,19T,16,NATURE CARE HOSPITAL
2362,19T,17,MUTTUKKADU
2363,19T,18,MUTTUKKADU BOAT YARD
2364,19T,19,KOVALAM
2365,1B,1,THIRUVOTRIYUR
2366,1B,2,THIRUVOTRIYUR TEMPLE
2367,1B,3,THANGAL
2368,1B,4,ANNA NAGAR
2369,1B,5,ROYAPURAM P.S
2370,1B,6,CLIVE BATTERY
2371,1B,7,PARRYS
2372,1B,8,M.G.R.CENTRAL
2373,1B,9,P.OR & SONS
2374,1B,10,T.V.S
2375,1B,11,D.M.S
2376,1B,12,S.H.B
2377,1B,13,SAIDAPET
2378,1B,14,CONCORDE
2379,1B,15,GUINDY R.S
2380,1B,16,ST THOMAS MOUNT PO
2381,1B,17,MEENAMABAKKAM OLD AIRPORT
2382,1B,18,THIRUSOOLAM NATIONAL AIRPORT
2383,1B,19,PALLAVARAM
2384,1B,20,CHROMEPET
2385,1B,21,T.B.SANATORIUM
2386,1B,22,TAMBARAM
2387,1C,1,ENNORE
2388,1C,2,ASHOK LEYLAND
2389,1C,3,ERNAVOOR GATE
2390,1C,4,THIRUVOTRIYUR
2391,1C,5,THIRUVOTRIYUR TEMPLE
2392,1C,6,THANGAL
2393,1C,7,ANNA NAGAR
2394,1C,8,ROYAPURAM P.S
2395,1C,9,CLIVE BATTERY
2396,1C,10,PARRYS
2397,1C,11,M.G.R.CENTRAL
2398,1C,12,P.OR & SONS
2399,1C,13,WESLEY H.S
2400,1C,14,Y.M.I.A
2401,1C,15,MANDAVELI
2402,1C,16,A.M.S.HOSPITAL
2403,1C,17,ADYAR O.T.
2404,1C,18,ADYAR DEPOT
2405,1C,19,THIRUVANMIYUR
2406,1D,1,ENNORE
2407,1D,2,THAZHANKUPPAM
2408,1D,3,KOTHARI
2409,1D,4,ASHOK LEYLAND MARK.DIV.
2410,1D,5,I.C.I.
2411,1D,6,CORBORUNDUM UNIVERSAL
2412,1D,7,BUILDERS INDUSTRY
2413,1D,8,BURMAH SHELL PETROL BUNK
2414,1D,9,ANNA NAGAR
2415,1D,10,ROYAPURAM P.S
2416,1D,11,CLIVE BATTERY
2417,1D,12,PARRYS
2418,1D,13,M.G.R.CENTRAL
2419,1D,14,P.OR & SONS
2420,1D,15,WESLEY H.S
2421,1D,16,Y.M.I.A
2422,1D,17,MANDAVELI
2423,1D,18,A.M.S.HOSPITAL
2424,1D,19,ADYAR O.T.
2425,1D,20,ADYAR DEPOT
2426,1D,21,THIRUVANMIYUR
2427,20,1,BROADWAY
2428,20,2,M.G.R.CENTRAL
2429,20,3,DHARMAPRAKASH/PETROL BUNK
2430,20,4,KELLEYS
2431,20,5,SAYANI/AYNAVARAM
2432,20,6,KAMABAR ARANGAM
2433,20,7,VILLIVAKKAM
2434,202,1,TAMBARAM
2435,202,2,TAMBARAM TOWN LIMIT
2436,202,3,OLD PERUNGALATHUR
2437,202,4,MUDICHUR
2438,202,5,ERUMAIYUR-II
2439,202,6,TRAFFIC AID POST
2440,202,7,THIRUMUDIVAKKAM SIDCO-I
2441,202,8,CHEMBARAMBAKKAM
2442,202,9,MALAYAMBAKKAM EAST
2443,202,10,THIDEERKUPPAM(THOPPU)
2444,202,11,PETTAI
2445,202,12,DUKKANAMPATTU
2446,202,13,KANNACHERY
2447,202,14,THIRUMANAN
2448,202,15,AMUTHAMBEDU-II
2449,202,16,KARUNAKARACHERY
2450,202,17,PATTABIRAM
2451,202,18,KAVARAIPALAYAM
2452,202,19,AVADI
2453,202X,1,KILAMBAKKAM B.S.
2454,202X,2,VANDALUR ZOO
2455,202X,3,VANDALUR GATE
2456,202X,4,MANNIVAKKAM RD.JN.
2457,202X,5,MUDICHUR
2458,202X,6,ERUMAIYUR-II
2459,202X,7,TRAFFIC AID POST
2460,202X,8,THIRUMUDIVAKKAM SIDCO-I
2461,202X,9,CHEMBARAMBAKKAM
2462,202X,10,MALAYAMBAKKAM EAST
2463,202X,11,THIDEERKUPPAM(THOPPU)
2464,202X,12,PETTAI
2465,202X,13,DUKKANAMPATTU
2466,202X,14,KANNACHERY
2467,202X,15,THIRUMANAN
2468,202X,16,AMUTHAMBEDU-II
2469,202X,17,KARUNAKARACHERY
2470,202X,18,PATTABIRAM
2471,202X,19,KAVARAIPALAYAM
2472,202X,20,AVADI
2473,206,1,GUDUVANCHERY
2474,206,2,PALAKKA COMPANY
2475,206,3,URAPAKKAM
2476,206,4,VANDALUR ZOO
2477,206,5,VANDALUR GATE
2478,206,6,PERUNGALATHUR
2479,206,7,IRUMBULIYUR
2480,206,8,TAMBARAM
2481,206,9,TAMBARAM TOWN LIMIT
2482,206,10,OLD PERUNGALATHUR
2483,206,11,MUDICHUR
2484,206,12,ERUMAIYUR-II
2485,206,13,TRAFFIC AID POST
2486,206,14,THIRUMUDIVAKKAM SIDCO-I
2487,206,15,CHEMBARAMBAKKAM
2488,206,16,MALAYAMBAKKAM EAST
2489,206,17,THIDEERKUPPAM(THOPPU)
2490,206,18,POONAMALLEE
2491,206,19,KARAYANCAHVADI
2492,206,20,SENNEERKUPPAM
2493,206,21,MELPAKKAM
2494,206,22,GOVARDANAGIRI
2495,206,23,AVADI MOSQUE
2496,206,24,AVADI
2497,20A,1,BROADWAY
2498,20A,2,M.G.R.CENTRAL
2499,20A,3,DHARMAPRAKASH/PETROL BUNK
2500,20A,4,KELLEYS
2501,20A,5,SAYANI/AYNAVARAM
2502,20A,6,KAMABAR ARANGAM
2503,20A,7,NATHAMUNI TALKIES
2504,20A,8,LUCAS TVS
2505,20A,9,AMBATTUR I.E.
2506,20A,10,MOGAIPAIR ROAD JN.
2507,20A,11,J.J.NAGAR WEST
2508,20D,1,BROADWAY
2509,20D,2,M.G.R.CENTRAL
2510,20D,3,DASAPRAKASH
2511,20D,4,KELLEYS
2512,20D,5,SAYANI/AYNAVARAM
2513,20D,6,KAMABAR ARANGAM
2514,20D,7,NATHAMUNI TALKIES
2515,20D,8,SIDCO NAGAR
2516,20P,1,AMBATTUR I.E.
2517,20P,2,DUNLOP
2518,20P,3,I.C.F.COLONY
2519,20P,4,MEL AYNAMBAKKAM
2520,20P,5,AYNAMBAKKAM(3STATUE JN.)
2521,20P,6,VANAGARAM
2522,20P,7,VELAPPANCHAVADI
2523,20P,8,KUMUNANCHAVADI
2524,20P,9,POONAMALLEE
2525,21,1,BROADWAY
2526,21,2,M.G.R.CENTRAL
2527,21,3,P.OR & SONS
2528,21,4,WESLEY H.S
2529,21,5,Y.M.I.A
2530,21,6,MANDAVELI
2531,21C,1,BROADWAY
2532,21C,2,M.G.R.CENTRAL
2533,21C,3,P.OR & SONS
2534,21C,4,WESLEY H.S
2535,21C,5,Y.M.I.A
2536,21C,6,MANDAVELI
2537,21C,7,A.M.S.HOSPITAL
2538,21C,8,ADYAR O.T.
2539,21C,9,ADYAR DEPOT
2540,21C,10,SRP TOOLS
2541,21C,11,KANDANCHAVADI
2542,21C,12,THORAPPAKKAM TEA SHOP
2543,21C,13,EASWARAN TEMPLE/PTC QRTS.
2544,21C,14,KANNAGI NAGAR S.C.B.
2545,21EET,1,BROADWAY
2546,21EET,2,SECRETARIAT
2547,21EET,3,CHEPAUK
2548,21EET,4,Q.M.C
2549,21EET,5,FORESHORE ESTATE
2550,21EET,6,A.M.S.HOSPITAL
2551,21EET,7,ADYAR B.S.
2552,21EET,8,ENG.COLLEGE
2553,21EET,9,CONCORDE
2554,21EET,10,GUINDY R.S
2555,21EET,11,BUTT ROAD
2556,21EET,12,RAMAPURAM
2557,21EET,13,MOGALIVAKKAM / MARI AMMN KOIL
2558,21EET,14,PORUR
2559,21EET,15,IYYAPPANTHANGAL
2560,21G,1,BROADWAY
2561,21G,2,SECRETARIAT
2562,21G,3,CHEPAUK
2563,21G,4,Q.M.C
2564,21G,5,Y.M.I.A
2565,21G,6,MANDAVELI
2566,21G,7,ADYAR GATE
2567,21G,8,KOTTURPURAM
2568,21G,9,ENG.COLLEGE
2569,21G,10,GUINDY R.S
2570,21G,11,ST THOMAS MOUNT PO
2571,21G,12,MEENAMABAKKAM OLD AIRPORT
2572,21G,13,THIRUSOOLAM NATIONAL AIRPORT
2573,21G,14,PALLAVARAM
2574,21G,15,CHROMEPET
2575,21G,16,T.B.SANATORIUM
2576,21G,17,TAMBARAM
2577,21G,18,IRUMBULIYUR
2578,21G,19,PERUNGALATHUR
2579,21G,20,VANDALUR GATE
2580,21G,21,VANDALUR ZOO
2581,21G,22,KILAMBAKKAM B.S.
2582,21GCT,1,BROADWAY
2583,21GCT,2,SECRETARIAT
2584,21GCT,3,CHEPAUK
2585,21GCT,4,Q.M.C
2586,21GCT,5,Y.M.I.A
2587,21GCT,6,MANDAVELI
2588,21GCT,7,ADYAR GATE
2589,21GCT,8,KOTTURPURAM
2590,21GCT,9,ENG.COLLEGE
2591,21GCT,10,GUINDY TVK ESTATE
2592,21L,1,BROADWAY
2593,21L,2,SECRETARIAT
2594,21L,3,CHEPAUK
2595,21L,4,Q.M.C
2596,21L,5,FORESHORE ESTATE
2597,21L,6,A.M.S.HOSPITAL
2598,21L,7,ADYAR B.S.
2599,21L,8,ENG.COLLEGE
2600,21L,9,CONCORDE
2601,21L,10,JN.OF RACE COURSE RD
2602,21L,11,GURUNANAK COLLEGE
2603,21L,12,VELACHERY
2604,22,1,VILLIVAKKAM
2605,22,2,KAMABAR ARANGAM
2606,22,3,SAYANI/AYNAVARAM
2607,22,4,KELLEYS
2608,22,5,DHARMAPRAKASH/PETROL BUNK
2609,22,6,EGMORE
2610,22,7,D1 POLICE STATION/DAMS ROAD
2611,22,8,TRIPLICANE
2612,22,9,ANNA SQUARE
2613,221,1,M.G.R.CENTRAL
2614,221,2,P.OR & SONS
2615,221,3,T.V.S
2616,221,4,D.M.S
2617,221,5,S.H.B
2618,221,6,SAIDAPET
2619,221,7,CONCORDE
2620,221,8,ENG.COLLEGE
2621,221,9,WOMEN'S POLYTECHNIC
2622,221,10,SRP TOOLS
2623,221,11,KANDANCHAVADI
2624,221,12,THORAPPAKKAM TEA SHOP
2625,221,13,MOOTAKARAN CHAVADI
2626,221,14,KARAPAKKAM
2627,221,15,SHOZHANGANALLUR P.U.OFFICE
2628,221,16,KUMARAN NAGAR
2629,221,17,SEMMANCHERI
2630,221,18,NAVALUR
2631,221,19,CHURCH
2632,221,20,PALAVASTHIC CHEMICALS
2633,221,21,HINDUSTAN ENG. COLLEGE
2634,221,22,KELAMBAKKAM
2635,221,23,CHENGAMMAL RD. JN.
2636,221,24,KOMAN NAGAR RD JN.
2637,221,25,KALAVAKKAM TEA STALL
2638,221,26,THIRUPORUR
2639,23C,1,BESANT NAGAR
2640,23C,2,ADYAR DEPOT
2641,23C,3,ADYAR B.S.
2642,23C,4,ENG.COLLEGE
2643,23C,5,CONCORDE
2644,23C,6,SAIDAPET
2645,23C,7,S.H.B
2646,23C,8,D.M.S
2647,23C,9,T.V.S
2648,23C,10,ANNA ROAD P.O./DAMS ROAD
2649,23C,11,EGMORE
2650,23C,12,DHARMAPRAKASH/PETROL BUNK
2651,23C,13,KELLEYS
2652,23C,14,AYANAVARAM B.S.
2653,23V,1,VELACHERY
2654,23V,2,GURUNANAK COLLEGE
2655,23V,3,JN.OF RACE COURSE RD
2656,23V,4,CONCORDE
2657,23V,5,SAIDAPET
2658,23V,6,S.H.B
2659,23V,7,D.M.S
2660,23V,8,T.V.S
2661,23V,9,SHANTHI/DAMS RD.
2662,23V,10,EGMORE
2663,23V,11,DASAPRAKASH
2664,23V,12,KELLEYS
2665,23V,13,SAYANI/AYNAVARAM
2666,23V,14,KAMABAR ARANGAM
2667,23V,15,VILLIVAKKAM
2668,242,1,BROADWAY
2669,242,2,M.G.R.CENTRAL
2670,242,3,DOVETON
2671,242,4,P1.POLICE STATION
2672,242,5,JAMALAYA
2673,242,6,VEENUS
2674,242,7,S.R.P. COLONY
2675,242,8,KOLATHUR/NEHRU RD JN
2676,242,9,VINAYAGAPURAM
2677,242,10,KATHIRVEDU
2678,242,11,KAVANGARAI
2679,242,12,AAYURVEDA ASHRAMAM
2680,242,13,REDHILLS
2681,24A,1,ANNA NAGAR WEST
2682,24A,2,MAHARANI
2683,24A,3,BRINDAVAN COLONY
2684,24A,4,AMINJIKARAI
2685,24A,5,TAYLORS ROAD
2686,24A,6,STERLING RD./METROLOG. DEPT.
2687,24A,7,GEMINI P.H
2688,24A,8,ROYAPETTA HOSPITAL
2689,24A,9,VIVEKANANDA HOUSE
2690,25,1,ANNA SQUARE
2691,25,2,VIVEKANANDA HOUSE
2692,25,3,ROYAPETTA HOSPITAL
2693,25,4,GEMINI P.H
2694,25,5,VETERINARY HOSPITAL
2695,25,6,TRUSTPURAM
2696,25,7,VADAPALANI
2697,25,8,VIRUGAMBAKKAM
2698,25,9,VALASARAVAKKAM
2699,25,10,PORUR
2700,25,11,IYYAPPANTHANGAL
2701,25,12,KUMUNANCHAVADI
2702,25,13,POONAMALLEE
2703,26,1,BROADWAY
2704,26,2,M.G.R.CENTRAL
2705,26,3,P.OR & SONS
2706,26,4,T.V.S
2707,26,5,GEMINI P.H
2708,26,6,VETERINARY HOSPITAL
2709,26,7,TRUSTPURAM
2710,26,8,VADAPALANI
2711,26,9,VIRUGAMBAKKAM
2712,26,10,VALASARAVAKKAM
2713,26,11,PORUR
2714,26,12,IYYAPPANTHANGAL
2715,266,1,AVADI
2716,266,2,AVADI MOSQUE
2717,266,3,GOVARDANAGIRI
2718,266,4,MELPAKKAM
2719,266,5,SENNEERKUPPAM
2720,266,6,KARAYANCAHVADI
2721,266,7,KUMUNANCHAVADI
2722,266,8,MANGADU
2723,266,9,SIKKARAYAPURAM
2724,266,10,KOLLAICHERI
2725,266,11,KUNDRATHUR B.S.
2726,266,12,ANDARKUPPAM
2727,266,13,ANAKAPUTHUR
2728,266,14,PAMMAL
2729,266,15,PALLAVARAM
2730,266,16,CHROMEPET
2731,266,17,T.B.SANATORIUM
2732,266,18,TAMBARAM
2733,26B,1,BROADWAY
2734,26B,2,M.G.R.CENTRAL
2735,26B,3,P.OR & SONS
2736,26B,4,T.V.S
2737,26B,5,GEMINI P.H
2738,26B,6,VETERINARY HOSPITAL
2739,26B,7,TRUSTPURAM
2740,26B,8,VADAPALANI
2741,26B,9,VIRUGAMBAKKAM
2742,26B,10,VALASARAVAKKAM
2743,26B,11,PORUR
2744,26B,12,MOULIVAKKAM
2745,26B,13,BHARANIPUTHUR
2746,26B,14,MANGADU
2747,26K,1,BROADWAY
2748,26K,2,M.G.R.CENTRAL
2749,26K,3,P.OR & SONS
2750,26K,4,T.V.S
2751,26K,5,GEMINI P.H
2752,26K,6,VETERINARY HOSPITAL
2753,26K,7,TRUSTPURAM
2754,26K,8,VADAPALANI
2755,26K,9,VIRUGAMBAKKAM
2756,26K,10,VALASARAVAKKAM
2757,26K,11,PORUR
2758,26K,12,MOULIVAKKAM
2759,26K,13,PERIYAPANICHERI
2760,26M,1,BROADWAY
2761,26M,2,M.G.R.CENTRAL
2762,26M,3,P.OR & SONS
2763,26M,4,T.V.S
2764,26M,5,GEMINI P.H
2765,26M,6,VETERINARY HOSPITAL
2766,26M,7,TRUSTPURAM
2767,26M,8,VADAPALANI
2768,26M,9,VIRUGAMBAKKAM
2769,26M,10,VALASARAVAKKAM
2770,26M,11,PORUR
2771,26M,12,MUGALIVAKKAM RD. JN.
2772,26M,13,MUGALIVAKKAM
2773,26R,1,BROADWAY
2774,26R,2,M.G.R.CENTRAL
2775,26R,3,P.OR & SONS
2776,26R,4,T.V.S
2777,26R,5,GEMINI P.H
2778,26R,6,VETERINARY HOSPITAL
2779,26R,7,TRUSTPURAM
2780,26R,8,VADAPALANI
2781,26R,9,VIRUGAMBAKKAM
2782,26R,10,ALWAR THIRUNAGAR
2783,26R,11,ANGALAMMAN KOIL
2784,26R,12,RAMAPURAM
2785,26R,13,MUGALIVAKKAM RD. JN.
2786,26R,14,MUGALIVAKKAM
2787,27B,1,M.G.R.KOYAMBEDU
2788,27B,2,ARUMBAKKAM
2789,27B,3,NADUVANKARAI
2790,27B,4,AMINJIKARAI
2791,27B,5,TAYLORS ROAD
2792,27B,6,T.B.INSTITUTE
2793,27B,7,EGMORE
2794,27B,8,PERIYAR BRIDGE
2795,27B,9,TRIPLICANE
2796,27B,10,ANNA SQUARE
2797,27D,1,FORESHORE ESTATE
2798,27D,2,Q.M.C
2799,27D,3,V.M.STREET
2800,27D,4,U.S.I.S.
2801,27D,5,T.V.S
2802,27D,6,ANNA ROAD P.O./DAMS ROAD
2803,27D,7,EGMORE
2804,27D,8,DHARMAPRAKASH/PETROL BUNK
2805,27D,9,KELLEYS
2806,27D,10,SAYANI/AYNAVARAM
2807,27D,11,KAMABAR ARANGAM
2808,27D,12,VILLIVAKKAM
2809,28,1,THIRUVOTRIYUR
