route_id,stop_id,stop_name,next_stop,derived_next_stop,derived_stop_name
77P,10,AVADI CIRCLE,KOILPATHAGAI RD.JN.,77P-KOILPATHAGAI RD.JN.,77P-AVADI CIRCLE
77P,11,KOILPATHAGAI RD.JN.,H.V.F.MAIN GATE,77P-H.V.F.MAIN GATE,77P-KOILPATHAGAI RD.JN.
77P,12,H.V.F.MAIN GATE,AAFS CROSS ROAD,77P-AAFS CROSS ROAD,77P-H.V.F.MAIN GATE
77P,13,AAFS CROSS ROAD,VENGAL CROSS ROAD,77P-VENGAL CROSS ROAD,77P-AAFS CROSS ROAD
77P,14,VENGAL CROSS ROAD,VEERAPURAM RD JN.,77P-VEERAPURAM RD JN.,77P-VENGAL CROSS ROAD
77P,15,VEERAPURAM RD JN.,BANGARUPET,77P-BANGARUPET,77P-VEERAPURAM RD JN.
77P,16,BANGARUPET,POOCHIATHIPEDU,77P-POOCHIATHIPEDU,77P-BANGARUPET
77P,17,POOCHIATHIPEDU,77P,77P,77P-POOCHIATHIPEDU
77T,1,THIRUMULLAIVOYAL COLONY,RATION SHOP,77T-RATION SHOP,77T-THIRUMULLAIVOYAL COLONY
77T,2,RATION SHOP,AMBATTUR O.T.,77T-AMBATTUR O.T.,77T-RATION SHOP
77T,3,AMBATTUR O.T.,DUNLOP,DUNLOP,77T-AMBATTUR O.T.
77T,4,DUNLOP,AMBATTUR I.E.,77T-AMBATTUR I.E.,DUNLOP
77T,5,AMBATTUR I.E.,GOLDEN FLATS,77T-GOLDEN FLATS,77T-AMBATTUR I.E.
77T,6,GOLDEN FLATS,THIRUMANGALAM,77T-THIRUMANGALAM,77T-GOLDEN FLATS
77T,7,THIRUMANGALAM,KOYAMBEDU SCHOOL,77T-KOYAMBEDU SCHOOL,77T-THIRUMANGALAM
77T,8,KOYAMBEDU SCHOOL,M.G.R.KOYAMBEDU,77T-M.G.R.KOYAMBEDU,77T-KOYAMBEDU SCHOOL
77T,9,M.G.R.KOYAMBEDU,77T,77T,77T-M.G.R.KOYAMBEDU
77V,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77V-KOYAMBEDU SCHOOL,77V-M.G.R.KOYAMBEDU
77V,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77V-THIRUMANGALAM,77V-KOYAMBEDU SCHOOL
77V,3,THIRUMANGALAM,GOLDEN FLAT,77V-GOLDEN FLAT,77V-THIRUMANGALAM
77V,4,GOLDEN FLAT,AMBATTUR I.E.,77V-AMBATTUR I.E.,77V-GOLDEN FLAT
77V,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77V-AMBATTUR I.E.
77V,6,DUNLOP,AMBATTUR O.T.,77V-AMBATTUR O.T.,DUNLOP
77V,7,AMBATTUR O.T.,THIRUMULLAIVOYAL,77V-THIRUMULLAIVOYAL,77V-AMBATTUR O.T.
77V,8,THIRUMULLAIVOYAL,POLYTECHNIC,77V-POLYTECHNIC,77V-THIRUMULLAIVOYAL
77V,9,POLYTECHNIC,AVADI,77V-AVADI,77V-POLYTECHNIC
77V,10,AVADI,KAVARAIPALAYAM,77V-KAVARAIPALAYAM,77V-AVADI
77V,11,KAVARAIPALAYAM,PATTABIRAM,77V-PATTABIRAM,77V-KAVARAIPALAYAM
77V,12,PATTABIRAM,NEMILICHERI,77V-NEMILICHERI,77V-PATTABIRAM
77V,13,NEMILICHERI,THIRUNINDRAVOOR,77V-THIRUNINDRAVOOR,77V-NEMILICHERI
77V,14,THIRUNINDRAVOOR,VEPPUMPATTU PULIYAMARAM,77V-VEPPUMPATTU PULIYAMARAM,77V-THIRUNINDRAVOOR
77V,15,VEPPUMPATTU PULIYAMARAM,VEPPAMPATTU E.WARAN NAGAR,77V-VEPPAMPATTU E.WARAN NAGAR,77V-VEPPUMPATTU PULIYAMARAM
77V,16,VEPPAMPATTU E.WARAN NAGAR,77V,77V,77V-VEPPAMPATTU E.WARAN NAGAR
77VET,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77VET-KOYAMBEDU SCHOOL,77VET-M.G.R.KOYAMBEDU
77VET,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77VET-THIRUMANGALAM,77VET-KOYAMBEDU SCHOOL
77VET,3,THIRUMANGALAM,GOLDEN FLAT,77VET-GOLDEN FLAT,77VET-THIRUMANGALAM
77VET,4,GOLDEN FLAT,AMBATTUR I.E.,77VET-AMBATTUR I.E.,77VET-GOLDEN FLAT
77VET,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77VET-AMBATTUR I.E.
77VET,6,DUNLOP,AMBATTUR O.T.,77VET-AMBATTUR O.T.,DUNLOP
77VET,7,AMBATTUR O.T.,THIRUMULLAIVOYAL,77VET-THIRUMULLAIVOYAL,77VET-AMBATTUR O.T.
77VET,8,THIRUMULLAIVOYAL,POLYTECHNIC,77VET-POLYTECHNIC,77VET-THIRUMULLAIVOYAL
77VET,9,POLYTECHNIC,AVADI,77VET-AVADI,77VET-POLYTECHNIC
77VET,10,AVADI,KAVARAIPALAYAM,77VET-KAVARAIPALAYAM,77VET-AVADI
77VET,11,KAVARAIPALAYAM,PATTABIRAM,77VET-PATTABIRAM,77VET-KAVARAIPALAYAM
77VET,12,PATTABIRAM,NEMILICHERI,77VET-NEMILICHERI,77VET-PATTABIRAM
77VET,13,NEMILICHERI,THIRUNINDRAVOOR,77VET-THIRUNINDRAVOOR,77VET-NEMILICHERI
77VET,14,THIRUNINDRAVOOR,VEPPUMPATTU PULIYAMARAM,77VET-VEPPUMPATTU PULIYAMARAM,77VET-THIRUNINDRAVOOR
77VET,15,VEPPUMPATTU PULIYAMARAM,VEPPAMPATTU E.WARAN NAGAR,77VET-VEPPAMPATTU E.WARAN NAGAR,77VET-VEPPUMPATTU PULIYAMARAM
77VET,16,VEPPAMPATTU E.WARAN NAGAR,AYATHUR CHATHIRAM,77VET-AYATHUR CHATHIRAM,77VET-VEPPAMPATTU E.WARAN NAGAR
77VET,17,AYATHUR CHATHIRAM,THOTTIKALAI JN.,77VET-THOTTIKALAI JN.,77VET-AYATHUR CHATHIRAM
77VET,18,THOTTIKALAI JN.,VELLAI KULAM AMBEDKAR STATUJN,77VET-VELLAI KULAM AMBEDKAR STATUJN,77VET-THOTTIKALAI JN.
77VET,19,VELLAI KULAM AMBEDKAR STATUJN,MUTHUMARIAMMAN KOIL,77VET-MUTHUMARIAMMAN KOIL,77VET-VELLAI KULAM AMBEDKAR STATUJN
77VET,20,MUTHUMARIAMMAN KOIL,AYALOOR,77VET-AYALOOR,77VET-MUTHUMARIAMMAN KOIL
77VET,21,AYALOOR,KOYAMBAKKAM,77VET-KOYAMBAKKAM,77VET-AYALOOR
77VET,22,KOYAMBAKKAM,77VET,77VET,77VET-KOYAMBAKKAM
A47,1,THIRUVANMIYUR,ADYAR DEPOT,A47-ADYAR DEPOT,A47-THIRUVANMIYUR
A47,2,ADYAR DEPOT,ADYAR B.S.,A47-ADYAR B.S.,A47-ADYAR DEPOT
A47,3,ADYAR B.S.,ENG.COLLEGE,A47-ENG.COLLEGE,A47-ADYAR B.S.
A47,4,ENG.COLLEGE,CONCORDE,A47-CONCORDE,A47-ENG.COLLEGE
A47,5,CONCORDE,SAIDAPET,A47-SAIDAPET,A47-CONCORDE
A47,6,SAIDAPET,THIAGARAYA NAGAR,A47-THIAGARAYA NAGAR,A47-SAIDAPET
A47,7,THIAGARAYA NAGAR,VIVEK & CO (KRISHNAN KOIL),A47-VIVEK & CO (KRISHNAN KOIL),A47-THIAGARAYA NAGAR
A47,8,VIVEK & CO (KRISHNAN KOIL),VIDYODAYA,A47-VIDYODAYA,A47-VIVEK & CO (KRISHNAN KOIL)
A47,9,VIDYODAYA,PUSHPA NAGAR,A47-PUSHPA NAGAR,A47-VIDYODAYA
A47,10,PUSHPA NAGAR,NUNGAMBAKKAM R.S.,A47-NUNGAMBAKKAM R.S.,A47-PUSHPA NAGAR
A47,11,NUNGAMBAKKAM R.S.,HOTEL ARUN,A47-HOTEL ARUN,A47-NUNGAMBAKKAM R.S.
A47,12,HOTEL ARUN,ANNA NAGAR CIRCLE,A47-ANNA NAGAR CIRCLE,A47-HOTEL ARUN
A47,13,ANNA NAGAR CIRCLE,THIRUMANGALAM,A47-THIRUMANGALAM,A47-ANNA NAGAR CIRCLE
A47,14,THIRUMANGALAM,LUCAS TVS,A47-LUCAS TVS,A47-THIRUMANGALAM
A47,15,LUCAS TVS,AMBATTUR I.E.,A47-AMBATTUR I.E.,A47-LUCAS TVS
A47,16,AMBATTUR I.E.,DUNLOP,DUNLOP,A47-AMBATTUR I.E.
A47,17,DUNLOP,AMBATTUR O.T.,A47-AMBATTUR O.T.,DUNLOP
A47,18,AMBATTUR O.T.,THIRUMULLAIVOYAL,A47-THIRUMULLAIVOYAL,A47-AMBATTUR O.T.
A47,19,THIRUMULLAIVOYAL,POLYTECHNIC,A47-POLYTECHNIC,A47-THIRUMULLAIVOYAL
A47,20,POLYTECHNIC,AVADI,A47-AVADI,A47-POLYTECHNIC
A47,21,AVADI,A47,A47,A47-AVADI
B70CT,1,GUINDY TVK ESTATE,CIPET,B70CT-CIPET,B70CT-GUINDY TVK ESTATE
B70CT,2,CIPET,JAFFARKHAN PET,B70CT-JAFFARKHAN PET,B70CT-CIPET
B70CT,3,JAFFARKHAN PET,JN OF III AND 1ST AVE,B70CT-JN OF III AND 1ST AVE,B70CT-JAFFARKHAN PET
B70CT,4,JN OF III AND 1ST AVE,M.M.D.A.COLONY RD.JN.,B70CT-M.M.D.A.COLONY RD.JN.,B70CT-JN OF III AND 1ST AVE
B70CT,5,M.M.D.A.COLONY RD.JN.,KOYAMBEDU SCHOOL,B70CT-KOYAMBEDU SCHOOL,B70CT-M.M.D.A.COLONY RD.JN.
B70CT,6,KOYAMBEDU SCHOOL,THIRUMANGALAM,B70CT-THIRUMANGALAM,B70CT-KOYAMBEDU SCHOOL
B70CT,7,THIRUMANGALAM,LUCAS TVS,B70CT-LUCAS TVS,B70CT-THIRUMANGALAM
B70CT,8,LUCAS TVS,AMBATTUR I.E.,B70CT-AMBATTUR I.E.,B70CT-LUCAS TVS
B70CT,9,AMBATTUR I.E.,DUNLOP,DUNLOP,B70CT-AMBATTUR I.E.
B70CT,10,DUNLOP,AMBATTUR O.T.,B70CT-AMBATTUR O.T.,DUNLOP
B70CT,11,AMBATTUR O.T.,RATION SHOP,B70CT-RATION SHOP,B70CT-AMBATTUR O.T.
B70CT,12,RATION SHOP,DEVIK ESWARI NAGAR,B70CT-DEVIK ESWARI NAGAR,B70CT-RATION SHOP
B70CT,13,DEVIK ESWARI NAGAR,B70CT,B70CT,B70CT-DEVIK ESWARI NAGAR
F70,1,PATTABIRAM,KAVARAIPALAYAM,F70-KAVARAIPALAYAM,F70-PATTABIRAM
F70,2,KAVARAIPALAYAM,AVADI,F70-AVADI,F70-KAVARAIPALAYAM
F70,3,AVADI,POLYTECHNIC,F70-POLYTECHNIC,F70-AVADI
F70,4,POLYTECHNIC,THIRUMULLAIVOYAL,F70-THIRUMULLAIVOYAL,F70-POLYTECHNIC
F70,5,THIRUMULLAIVOYAL,AMBATTUR O.T.,F70-AMBATTUR O.T.,F70-THIRUMULLAIVOYAL
F70,6,AMBATTUR O.T.,DUNLOP,DUNLOP,F70-AMBATTUR O.T.
F70,7,DUNLOP,AMBATTUR I.E.,F70-AMBATTUR I.E.,DUNLOP
F70,8,AMBATTUR I.E.,LUCAS TVS,F70-LUCAS TVS,F70-AMBATTUR I.E.
F70,9,LUCAS TVS,THIRUMANGALAM,F70-THIRUMANGALAM,F70-LUCAS TVS
F70,10,THIRUMANGALAM,KOYAMBEDU SCHOOL,F70-KOYAMBEDU SCHOOL,F70-THIRUMANGALAM
F70,11,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,F70-M.M.D.A.COLONY RD.JN.,F70-KOYAMBEDU SCHOOL
F70,12,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,F70-JN OF III AND 1ST AVE,F70-M.M.D.A.COLONY RD.JN.
F70,13,JN OF III AND 1ST AVE,JAFFARKHAN PET,F70-JAFFARKHAN PET,F70-JN OF III AND 1ST AVE
F70,14,JAFFARKHAN PET,KADUMBADIAMMAN KOIL,F70-KADUMBADIAMMAN KOIL,F70-JAFFARKHAN PET
F70,15,KADUMBADIAMMAN KOIL,GUINDY TVK ESTATE,F70-GUINDY TVK ESTATE,F70-KADUMBADIAMMAN KOIL
F70,16,GUINDY TVK ESTATE,F70,F70,F70-GUINDY TVK ESTATE
S58,1,AMBATTUR I.E.,DUNLOP,DUNLOP,S58-AMBATTUR I.E.
S58,2,DUNLOP,AMBATTUR O.T.,S58-AMBATTUR O.T.,DUNLOP
S58,3,AMBATTUR O.T.,RATION SHOP,S58-RATION SHOP,S58-AMBATTUR O.T.
S58,4,RATION SHOP,THIRUMULLAIVOYAL COLONY,S58-THIRUMULLAIVOYAL COLONY,S58-RATION SHOP
S58,5,THIRUMULLAIVOYAL COLONY,S58,S58,S58-THIRUMULLAIVOYAL COLONY
